gid,clave_de_centro_de_trabajo,nombre_de_centro_de_trabajo,latitud,longitud,tipo_de_vialidad,nombre_de_calle,numero_exterior,numero_interior,nombre_del_proveedor_mc,tipo_de_conectividad,estatus
63884,09DML0108O,CENTRO DE ATENCION MULTIPLE NO. 90,19.336163,-99.147165,AVENIDA,GENERAL ANAYA,293,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63883,09DJN0012C,JOSEFA DURÁN,19.331854,-99.172628,CALLE,TEPEYAUCLE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63882,09DJN0076N,FAMILIA JUÁREZ MAZA,19.331359,-99.171203,AVENIDA,ANACAHUITA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63881,09DJN0911V,TOHUI,19.330424,-99.164256,CALLE,AHUEJOTE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63880,09DJN0358V,BENITO JUAREZ,19.340886,-99.163554,CALLEJÓN,HUIHUITITLA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63879,09DML0036L,CENTRO DE ATENCIÓN MULTIPLE NÚMERO 17,19.350566,-99.17118,CALLE,TORRESCO,7,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
63878,09DJN0649K,GUADALUPE SERVIN DE LA MORA,19.347472,-99.17201,CALLE,DULCE OLIVIA,72,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
63877,09DJN0523D,ROSAURA ZAPATA CANO,19.340985,-99.186995,CALLE,VICTORIA,110,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63876,09DJN0412Z,21 DE ABRIL,19.329452,-99.119859,CALLE,SANTA ANNA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63875,09DJN0411Z,ROSA AGAZZI,19.327936,-99.119911,AVENIDA,SANTA ANNA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63874,09DPR2611B,TECAYEHUATZIN,19.331046,-99.118572,CALLE,CAHITAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63873,09DJN0849I,COLHUACAN,19.336003,-99.124239,CALLE,SAN PEDRO XALPA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63872,09DJN0433L,MA. LUISA LATOUR,19.352743,-99.122741,CALLE,TRIÁNGULO,154,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63871,09DJN0496X,FRANCISCO MARQUEZ,19.349147,-99.133031,CALLE,CERRO GORDO,125,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63870,09DJN0820D,TOMAS MIER GARCIA,19.345194,-99.15272,CALLE,ANTIGUA TAXQUEÑA,139,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63869,09DJN0349N,RICARDO CASTRO,19.352955,-99.153262,CERRADA,GENERAL ANAYA,293,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63868,09DJN0350C,DOLORES GUERRERO,19.350935,-99.164665,CALLE,BELIZARIO DOMINGUEZ ESQUINA MEXICO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
57178,-,UNIDAD DEPORTIVA CHURUBUSCO,19.355035,-99.144697,CALZADA,DE TLALPAN,1721,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
57155,-,DELEGACIÓN 38 4 SURESTE DF SOLIDARIDAD,19.32144506,-99.10836292,CALZADA,DE LA VIRGEN,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
57132,DFIMS000143,UNIDAD DE MEDICINA FAMILIAR 19 COYOACÁN,19.3282,-99.1525,CALLE,PRESIDENTE CARRANZA,100,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
56796,-,ESCUELA MÉDICO NAVAL,19.318109,-99.113463,CALLEJÓN,VIRGILIO URIBE,1800,6-A,TOTAL PLAY,TERRESTRE,OPERACIÓN
36626,-,"CECYT 13, RICARDO FLORES MAGÓN",19.3398,-99.1292,AVENIDA,TAXQUEÑA,1620,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
36618,-,ESCUELA SUPERIOR DE INGENIERÍA MECÁNICA Y ELÉCTRICA UNIDAD CULHUACÁN,19.3293,-99.1132,AVENIDA,SANTA ANA,1000,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
36575,-,NOC ESTATAL ALTERNO,19.304703,-99.168161,CALLE,RINCONADA COLONIAL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
36570,-,"4. BOMBAS 411 EN MÉXICO, DISTRITO FEDERAL",19.3101681,-99.1081328,CALZADA,DE LA BOMBAS,411,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
36521,DFIMS000126,HOSPITAL GENERAL DE ZONA NO. 32 VILLA COAPA,19.3085,-99.1354,CALZADA,DEL HUESO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
36333,-,COLEGIO DE LA FRONTERA NORTE,19.34943889,-99.17309167,CALLE,FRANCISCO SOSA,254,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
36272,09DBT0167G,CENTRO DE CAPACITACION PARA EL TRABAJO INDUSTRIAL 167,19.352755,-99.125366,CALLE,PERSEO,139,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
36270,09DBT0157Z,CENTRO DE CAPACITACION PARA EL TRABAJO INDUSTRIAL 157,19.309453,-99.105589,CALZADA,DE LAS BOMBAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
36267,09DBT0013D,CENTRO DE CAPACITACION PARA EL TRABAJO INDUSTRIAL 13,19.327137,-99.141803,CALLE,DIVISIÓN DEL NORTE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
36175,09DCT0019X,CENTRO DE ESTUDIOS TECNOLÓGICOS INDUSTRIAL Y DE SERVICIOS NUM. 2,19.350356,-99.157002,AVENIDA,HIDALGO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
36151,-,PLANTEL NÚMERO 4 CULHUACÁN,19.32370833,-99.12038056,CALLE,MANUELA SÁENZ,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
36148,-,DIRECCIÓN GENERAL,19.30756944,-99.12185,PROLONGACIÓN,RANCHO VISTA HERMOSA,105,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
36113,-,PLANTEL NÚMERO 17 HUAYAMILPAS,19.32211944,-99.15246944,CALLE,HUITZILOPOCHTLI,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
36072,09DPT0014F,COYOACÁN,19.32513443,-99.1085887,AVENIDA,CANAL NACIONAL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35956,DFIST000032,CHURUBUSCO,19.3461,-99.145,CALZADA,DE TLALPAN,1983,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35912,DFIST000201,LIC. ADOLFO LÓPEZ MATEOS,19.3589,-99.1717,AVENIDA,UNIVERSIDAD,1321,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35877,DFSSA004014,INSTITUTO NACIONAL DE PEDIATRÍA,19.3076,-99.1836,CALLE,INSURGENTES SUR,3700-C,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35845,-,"ESCUELA NACIONAL DE CONSERVACIÓN, RESTAURACIÓN Y MUSEOGRAFÍA (ENCRYM)",19.354856,-99.150027,CALLE,GENERAL ANAYA,187,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35634,-,COLEGIO DE CIENCIAS Y HUMANIDADES PLANTEL SUR,19.31198333,-99.19997222,CALLE,CATARATAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35627,09UBH0029Z,ESCUELA NACIONAL PREPARATORIA PLANTEL 6,19.35251667,-99.15610556,CALLE,CORINA,3,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35619,-,FACULTAD DE MUSICA,19.35481389,-99.1533,CALLE,XICOTÉNCATL,126,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35617,-,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,19.32193889,-99.18469167,CIRCUITO,EXTERIOR,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35614,-,UNIDAD XOCHIMILCO,19.34972222,-99.16166667,CALLE,DEL HUESO,1100,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35608,-,CANAL 22,19.35458611,-99.14209722,CALLE,ATLETAS,2,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35601,-,MUSEO NACIONAL DE LAS INTERVENCIONES,19.3555244,-99.1450639,CALLE,20 DE AGOSTO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35577,-,ACADEMIA DE LA DANZA MEXICANA,19.35577925,-99.14971769,PROLONGACIÓN,XICOTÉNCATL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35570,-,MUSEO NACIONAL DE CULTURAS POPULARES,19.349901,-99.1606775,AVENIDA,HIDALGO,289,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35559,-,CENTRO NACIONAL DE LAS ARTES,19.357065,-99.141655,CALLE,RÍO CHURUBUSCO,79,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
35012,-,OFICINAS CENTRALES DE SRA,19.325521,-99.125197,CALLE,HEROICA ESCUELA NAVAL MILITAR,701,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
35011,-,DELEGACIÓN DISTRITO FEDERAL,19.325521,-99.125197,AVENIDA,HEROICA ESCUELA NAVAL MILITAR,669,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
34660,09DBT0167G,CENTRO DE CAPACITACION PARA EL TRABAJO INDUSTRIAL 167,19.352755,-99.125366,CALLE,PERSEO,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
34647,09DBT0013D,CENTRO DE CAPACITACION PARA EL TRABAJO INDUSTRIAL 13,19.327137,-99.141803,CALLE,MUSEO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
34640,09DCT0019X,CENTRO DE ESTUDIOS TECNOLÓGICOS INDUSTRIAL Y DE SERVICIOS NÚMERO 2,19.350356,-99.157002,AVENIDA,HIDALGO,62,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
34204,-,"CENTRO OPERATIVO DE REPARTO MIRAMONTES, CIUDAD DE MÉXICO",19.3200365,-99.1297179,CALLE,CIRUELOS,3,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
34203,-,"CENTRO OPERATIVO DE REPARTO PACÍFICO, CIUDAD DE MÉXICO",19.342,-99.154,AVENIDA,PACÍFICO,296,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
34202,-,MÓDULO DE DÉPOSITOS MASIVOS COYOACÁN,19.349,-99.161,CALLE,HIGUERA,23,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
34201,-,MIXCOAC DISTRITO FEDERAL,19.350214,-99.162146,AVENIDA,REVOLUCIÓN,1128,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
27911,09DAR0001L,"CENTRO DE EDUCACION ARTISTICA ""DIEGO RIVERA""",19.350416,-99.134158,CALLE,CERRO DE LA ESTRELLA,120,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27910,09DAL0024B,ACADEMIA DE LA DANZA MEXICANA,19.356051,-99.149146,PROLONGACIÓN,XICOTÉNCATL,24,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27891,09DST0064K,ESCUELA SECUNDARIA TECNICA 64,19.341623,-99.166723,CALLE,SEGUNDA DE MOCTEZUMA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27886,09DST0049S,ESCUELA SECUNDARIA TECNICA 49,19.329669,-99.162963,AVENIDA,ESCUINAPA,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
27881,09DST0043Y,ESCUELA SECUNDARIA TECNICA 43,19.319582,-99.12738,CALLE,GUSTAVO SALAZAR BEJARANO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27864,09DST0017Z,ESCUELA SECUNDARIA TECNICA 17,19.350349,-99.157171,AVENIDA,HIDALGO,62,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27830,09DTV0027U,TELESECUNDARIA 27,19.33098,-99.172026,CALLE,ANACAHUITA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
27825,09DSN0090Y,SECUNDARIA PARA TRABAJADORES 90,19.322402,-99.137575,CALZADA,DE TLALPAN,2822,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27804,09DSN0046K,VALERIO TRUJANO,19.332758,-99.133879,CALLE,MARCOS H. PULIDO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27655,09DES0320S,IGNACIO LEÓN ROBLES ROBLES,19.356718,-99.162782,CALLE,VIENA,121,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27652,09DES0299F,CIRO E. GONZµLEZ BLACKALLER,19.313637,-99.102372,CALLE,DOCEAVO DE DOLORES GUERRERO,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
27648,09DES0288Z,JOSÉ AZUETA,19.326581,-99.149749,CALLE,SEGUNDA DE HUAYAMILPA,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,INSTALADO
27638,09DES0269L,MARCOS MOSHINSKY,19.316701,-99.110601,CALLE,ANENECUILCO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27601,09DES0190P,CARLOS PELLICER,19.340362,-99.155438,PROLONGACIÓN,PLAZUELA REAL DE LOS REYES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27599,09DES0188A,AZTECAS,19.325276,-99.167953,CALLE,AMATL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27594,09DES0178U,MADAME CURIE,19.330416,-99.122426,CALLE,EXEJIDO HÉROES DE PADIERNA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27582,09DES0150O,ÁNGEL SALAS BONILLA,19.332758,-99.133879,CALLE,MARCOS H. PULIDO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27578,09DES0145C,JOSÉ GUADALUPE NAJERA JÍMENEZ,19.344797,-99.132325,CALLE,CERRO MERCADO,263,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27566,09DES0127N,RAMON LOPEZ VELARDE,19.355389,-99.125183,CALLE,PERSEO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27551,09DES0101F,LUDWIG VAN BEETHOVEN,19.330321,-99.136146,CALZADA,SANTANA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27547,09DES0095L,VICTOR HUGO,19.346072,-99.130241,CALLE,CERRO DEL CRESTÓN,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27530,09DES0072A,DIEGO RIVERA,19.350214,-99.162146,CERRADA,POPOCATÉPETL,56,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27516,09DES0053M,MANUEL DELFIN FIGUEROA,19.346217,-99.151961,CALLE,DOCTOR PALLARES,82,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27513,09DES0049Z,DEFENSORES DE CHURUBUSCO,19.353995,-99.146568,CALLE,20 DE AGOSTO,51,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27501,09DES0035X,VICENTE GUERRERO,19.355636,-99.155592,CALLE,CORINA,95,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27203,09DPR1939Y,ANDRES QUINTANA ROO,19.340819,-99.147016,AVENIDA,CENTRAL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27193,09DPR4194T,PABLO MARTINEZ DEL RIO,19.321249,-99.121448,CALLE,ESTACIONAMIENTO DE ROSA MARÍA SEQUEIRA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27191,09DPR2932L,TLAMACHTILCALLI,19.320228,-99.159994,AVENIDA,MIXTECAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27161,09DPR1953R,PLAN DE AYUTLA,19.31747,-99.142131,AVENIDA,COROLA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27103,09DPR0135C,MAESTRO JOSE GUADALUPE NAJERA JIMENEZ,19.335517,-99.120396,CALLE,HIDALGO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27099,09DPR1941M,21 DE AGOSTO DE 1944,19.338879,-99.189426,AVENIDA,VICTORIA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27081,09DPR2683V,PROFR. RUBEN VIZCARRA Y CAMPOS,19.333842,-99.159129,CALLE,DE TOCHTLI,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27064,09DPR1949E,REPÚBLICA DE NICARAGUA,19.325728,-99.134325,RETORNO,47,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27050,09DPR3109Z,MARTIN LUIS GUZMAN,19.326264,-99.163005,CALLE,CÓATL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27040,09DPR2974K,PROFR. VICTORIANO GUZMAN,19.323975,-99.159902,CALLE,REY TOPILTZIN,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
27009,09DPR3147B,FRANCISCO LARROYO,19.327525,-99.149893,CALLE,SEGUNDA DE HUAYAMILPAS,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
27006,09DPR1950U,REPUBLICA DE FINLANDIA,19.349219,-99.13302,CALLE,CERRO GORDO,99,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26994,09DPR1188O,INGENIERO VITO ALESSIO ROBLES,19.354474,-99.123694,CALLE,LEO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26993,09DPR0868N,NETZAHUALCOYOTL,19.325483,-99.159348,CALLE,ZAPOTECAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26989,09DPR1984K,REPUBLICA DE BULGARIA,19.344599,-99.173088,CALLE,ETA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26948,09DPR1975C,DIEGO RIVERA,19.342026,-99.168094,PROLONGACIÓN,MOCTEZUMA ORIENTE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26939,09DPR2275Q,VALENTÍN ZAMORA OROZCO,19.328229,-99.130574,CALLE,EUSEBIO ROSAS DE LA ROSA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26938,09DPR1955P,PEDAGOGIA,19.336255,-99.133222,CALLE,A,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26906,09DPR1962Z,LICENCIADO GABRIEL RAMOS MILLAN,19.323125,-99.137754,CALZADA,DE TLALPAN,2822,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26865,09DPR2973L,PROFESOR PABLO DE LA LLAVE,19.336814,-99.124098,CALLE,SAN PEDRO XALPA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
26843,09DPR5069B,LUIS DONALDO COLOSIO MURRIETA,19.326761,-99.123794,CALLE,JUAN SANTIAGO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26827,09DPR2451E,PROFESOR GABRIEL LUCIO ARGUELLES,19.317184,-99.109897,CALLE,10 DE ABRIL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26825,09DPR1952S,REPUBLICA DE CHECOSLOVAQUIA,19.332997,-99.135582,RETORNO,20,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26822,09DPR2716W,CONSTITUYENTE INGENIERO JULIAN ADAME ALATORRE,19.351806,-99.161939,CALLE,ALLENDE,56,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26815,09DPR1947G,PROFESOR CANDIDO JARAMILLO GONZÁLEZ,19.337635,-99.123619,CALZADA,TASQUEÑA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26808,09DPR1980O,PROFR. CANDELARIO MEJIA Y CERVANTES,19.337315,-99.153358,CALLE,PLAZUELA DE LOS REYES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26784,09DPR1973E,EJERCITO NACIONAL,19.332585,-99.177067,CALLE,LEOPOLDO SALAZAR,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26782,09DPR3231Z,ALFONSO SIERRA PARTIDA,19.331766,-99.172616,CALLE,TEPEYAHUCLE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26756,09DPR1994R,ESPARTACO,19.317745,-99.134994,CALLE,8,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26743,09DPR0008G,PROFR. RAMON DURAND,19.315691,-99.169974,CERRADA,TIZAR,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26701,09DPR2871O,ING. JOSE LOPEZ PORTILLO Y WEBER,19.33103,-99.125889,NINGUNO,NINGUNO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26698,09DPR4227U,GUILLEN DE LAMPART,19.310627,-99.170524,AVENIDA,LIGA IMÁN,580,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26661,09DPR1968T,FRANCISCO CESAR MORALES,19.339569,-99.139517,CALLE,CERRO SAN ANTONIO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26639,09DPR1965W,FRAY ANTONIO MARGIL DE JESÚS,19.340838,-99.164015,CALLE,CUADRANTE DE SAN FRANCISCO,78,SIN NÚMERO,AXTEL,TERRESTRE,IMPLEMENTADO
26629,09DPR2280B,REPUBLICA ITALIANA,19.343728,-99.131401,CALLE,Y CERRO BOLUDO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26616,09DPR2696Z,MELCHOR OCAMPO,19.350081,-99.157916,CALLE,FERNÁNDEZ LEAL,10,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26604,09DPR1836B,DOCTOR FRANCISCO VÁZQUEZ GÓMEZ,19.33957,-99.116527,CALLE,16 DE SEPTIEMBRE,10,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26586,09DPR2768B,XITLE,19.324101,-99.168645,CALLE,ACATEMPA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26583,09DPR2630Q,CENTENARIO DE JUAREZ,19.324979,-99.146478,AVENIDA,DEL HUIZACHE,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,INSTALADO
26575,09DPR3120V,ANTON SEMIONOVICH MAKARENKO,19.317311,-99.107022,CALLE,GENERALA ANTONIA NAVA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26574,09DPR1957N,LUIS HIDALGO MONROY,19.353,-99.160801,CALLE,ABASOLO,36,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26550,09DPR1951T,REPUBLICA DE GUATEMALA,19.350165,-99.17019,CALLE,MELCHOR OCAMPO,20,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
26533,09DPR2561K,LIC. PROTASIO TAGLE,19.351408,-99.163866,AVENIDA,CENTENARIO,28,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26525,09DPR1969S,ESTATUTO JURIDICO,19.334372,-99.14551,CALLE,JACARANDAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
26498,09DPR1960A,LIBERAL,19.321407,-99.146681,AVENIDA,TECACALO,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
26423,09DPR2956V,LIC. EMILIO PORTES GIL,19.335258,-99.171048,CALLE,COYAMEL,178,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26412,09DPR1977A,CLUB DE LEONES NUMERO 3,19.335696,-99.14792,CALLE,CANDELARIA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26410,09DPR1948F,SAUL M. CARASSO,19.347109,-99.14653,CALLE,DAKOTA,39,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26346,09DPR1902K,HEROES DE CHURUBUSCO,19.34994,-99.156134,CALLE,VICENTE GARCÍA TORRES,13,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
26343,09DPR2726C,PROFR. SAMUEL DELGADO I. MOYA,19.329665,-99.162964,AVENIDA,PAPALOTL,SIN NÚMERO,SIN NÚMERO,AXTEL,TERRESTRE,OPERACIÓN
26322,09DPR1963Y,FRAY EUSEBIO FRANCISCO KINO,19.337236,-99.141171,NINGUNO,NINGUNO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
